Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Learning_Style
16.4,Male,High School,30000,A,67.0,High,3.6,Science,Private,Medium,Medium,Yes,High,High,Medium,Negative,Medium,32.5,Yes,7.2,Healthy,,5.8,Yes,Positive,No,,Yes,Yes,,3.5,Medium,Kinesthetic
20.4,Male,Some College,,B,99.7,Low,8.0,Law,Public,Low,High,Yes,Medium,High,Medium,Positive,Low,30.6,Yes,,Balanced,High,5.5,No,Positive,Yes,Yes,No,No,Low,1.5,Medium,Visual
21.1,Female,Some College,60000,,,Low,6.5,Engineering,Private,Medium,Low,Yes,Medium,Low,Medium,Positive,High,26.3,Yes,5.0,,High,0.8,Yes,Negative,No,No,Yes,Yes,High,4.5,High,Kinesthetic
23.9,Male,Graduate,Unknown,B,65.7,High,6.0,Engineering,Public,Medium,Medium,No,High,Medium,Low,Positive,Medium,31.1,Yes,7.6,Healthy,High,7.0,Yes,Negative,Yes,Yes,Yes,Yes,,0.3,High,Auditory
16.8,Female,College,50000,B,61.7,High,1.1,Business,Public,Medium,Low,Yes,High,Medium,Medium,Negative,High,27.2,Yes,6.8,Balanced,Medium,6.05,No,Positive,No,Yes,Yes,Yes,Low,4.2,High,Auditory
21.8,Male,High School,50000,B,89.5,Low,8.1,Medicine,Public,,Medium,No,Medium,High,Medium,Positive,Low,39.7,Yes,,Balanced,Low,5.1,Yes,Negative,Yes,Yes,Yes,,Medium,4.1,Low,Visual
20.2,Female,College,75000,A,69.2,High,1.4,Medicine,Private,Medium,Low,Yes,High,Medium,,Positive,High,25.0,Yes,4.6,Healthy,High,1.7,Yes,Neutral,No,No,No,Yes,High,0.2,High,Kinesthetic
16.9,Female,High School,50000,B,63.7,Medium,1.0,Business,Private,High,Low,Yes,High,Medium,Medium,Negative,Medium,24.1,Yes,4.8,Healthy,High,1.2,Yes,Neutral,No,No,No,No,High,0.6,High,Visual
20.2,Male,High School,Unknown,C,67.1,High,,Business,Private,,Medium,Yes,High,Medium,Low,Positive,Medium,,Yes,6.9,Unhealthy,Medium,,Yes,Positive,Yes,No,Yes,Yes,High,2.4,High,Auditory
19.9,Female,College,60000,A,69.4,Medium,7.4,Law,Private,Medium,Medium,No,Low,High,High,Positive,Low,27.7,Yes,5.2,Balanced,High,5.7,Yes,Negative,No,Yes,No,No,High,1.8,High,Visual
22.5,Female,High School,50000,B,70.4,High,7.7,Science,Private,Low,Low,Yes,High,Medium,Low,Negative,High,34.8,Yes,4.2,Unhealthy,High,0.7,No,Negative,No,Yes,Yes,No,High,0.7,High,Kinesthetic
17.1,Female,Graduate,75000,A,88.6,Low,,Engineering,Public,Low,Low,Yes,High,Medium,High,Positive,Low,39.7,Yes,4.2,Healthy,High,0.4,Yes,Neutral,No,No,No,No,High,3.4,High,Kinesthetic
16.8,Female,Some College,75000,A,76.4,High,0.4,Arts,Private,High,Low,Yes,Medium,Medium,Medium,Negative,High,21.8,Yes,4.2,,High,1.3,Yes,Negative,No,Yes,Yes,No,High,4.8,High,Kinesthetic
14.1,Male,College,40000,B,80.8,Low,6.3,Business,Public,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,34.8,Yes,7.7,Healthy,Medium,6.5,No,Positive,No,Yes,No,No,,2.1,Low,Visual
22.3,Female,Some College,50000,B,81.5,High,5.8,Engineering,Public,Low,Medium,Yes,High,Medium,High,Positive,High,31.1,,7.1,Balanced,High,,Yes,Positive,Yes,Yes,Yes,Yes,Low,1.4,Medium,Auditory
23.5,Male,High School,Unknown,B,88.7,High,8.4,,Public,Low,High,Yes,High,Medium,Low,Neutral,,27.6,No,,Unhealthy,Low,6.0,Yes,,Yes,Yes,Yes,Yes,High,0.3,High,Auditory
18.3,Female,High School,50000,A,78.8,Medium,0.4,Medicine,Private,Medium,Low,Yes,Medium,Medium,Medium,Positive,High,,Yes,4.3,Balanced,High,1.3,No,Positive,No,Yes,No,No,High,2.7,High,Kinesthetic
19.0,Male,High School,75000,B,72.5,High,3.6,Law,Public,Low,Medium,Yes,High,Medium,High,Positive,Medium,37.4,No,6.7,Unhealthy,High,4.5,,Positive,No,Yes,Yes,Yes,High,2.9,Medium,Auditory
21.0,Female,College,60000,C,89.6,Medium,7.2,Arts,Private,Low,Low,Yes,Low,High,Medium,,Medium,26.5,No,5.4,Healthy,High,5.7,,Positive,No,Yes,Yes,No,Low,3.6,High,Visual
21.5,Female,College,,,68.9,High,6.7,Business,Private,Low,Low,No,Medium,High,High,Positive,Low,36.2,Yes,,Balanced,High,6.1,Yes,Positive,No,Yes,Yes,Yes,Medium,0.1,Low,Visual
19.4,Female,Some College,40000,B,70.9,Medium,6.4,Arts,Public,Medium,High,Yes,,High,High,Positive,Medium,39.6,No,4.2,Balanced,,6.2,Yes,Positive,No,Yes,No,No,Medium,4.7,Low,Visual
17.7,Female,Some College,Unknown,A,69.1,High,7.8,Engineering,Public,Medium,Medium,No,High,Medium,Medium,Neutral,Low,35.5,Yes,6.6,Healthy,Medium,3.1,No,Positive,Yes,Yes,Yes,Yes,Medium,0.3,Low,Auditory
20.9,Female,Some College,Unknown,B,61.2,High,7.6,Arts,Public,Medium,High,Yes,High,Low,High,Neutral,Low,30.1,Yes,7.6,Healthy,High,8.0,Yes,Positive,,No,Yes,Yes,Low,3.7,Medium,Auditory
16.6,Male,College,40000,A,68.0,Low,7.6,Business,Public,Low,Medium,Yes,Low,High,High,Positive,Medium,38.9,Yes,4.2,Healthy,Medium,7.5,No,Negative,Yes,Yes,Yes,Yes,Medium,1.0,Low,Visual
18.2,Male,Graduate,30000,A,92.6,Medium,6.7,Business,Public,Medium,High,Yes,Medium,High,Medium,Positive,High,31.8,No,8.3,Unhealthy,Medium,6.5,Yes,Positive,No,Yes,No,No,Low,1.8,High,Auditory
18.5,Female,Some College,30000,A,70.7,Medium,7.3,Medicine,Private,Medium,Low,No,Medium,High,Low,Positive,Low,37.6,Yes,,Balanced,High,6.4,No,Positive,No,Yes,No,No,Low,4.5,High,Kinesthetic
21.6,Female,College,40000,B,65.7,,7.7,Law,Private,Medium,Medium,Yes,,High,Low,Positive,High,26.4,No,4.2,Healthy,High,5.4,Yes,Positive,No,Yes,No,No,Low,4.1,Low,Visual
17.8,Female,Graduate,40000,C,65.3,High,5.8,Arts,Public,High,Medium,No,High,Medium,Medium,Positive,Medium,30.5,Yes,6.7,Balanced,High,2.5,Yes,Positive,No,Yes,Yes,Yes,Low,,Medium,Auditory
24.8,Male,Graduate,Unknown,B,71.5,Medium,4.6,Law,Public,Low,Low,No,Medium,Medium,High,Negative,Medium,20.2,,4.4,Unhealthy,High,0.3,No,Negative,No,No,No,No,High,2.1,High,Visual
18.3,Female,College,60000,B,90.0,Low,7.4,Arts,Public,Medium,High,Yes,Medium,High,High,Positive,Medium,24.2,Yes,7.0,Healthy,High,7.8,Yes,Positive,No,Yes,,No,Medium,5.1,High,Visual
22.6,Male,High School,30000,B,64.3,Low,1.2,,Public,High,Low,No,High,Medium,High,Positive,Medium,32.7,Yes,4.6,Balanced,High,0.5,Yes,Neutral,No,Yes,No,No,High,4.7,High,Kinesthetic
21.7,Female,College,30000,A,64.6,High,6.4,Science,Private,Low,Medium,No,High,High,Medium,Positive,Medium,32.2,Yes,7.1,Balanced,High,7.8,Yes,Neutral,Yes,Yes,No,No,Medium,3.0,High,Visual
21.7,Female,High School,60000,B,73.1,High,7.0,,Private,Low,Medium,Yes,High,High,High,Positive,Low,28.5,No,6.7,Healthy,Low,4.5,Yes,,Yes,Yes,Yes,Yes,Medium,1.3,Medium,Auditory
19.0,Male,Some College,60000,A,87.5,Low,7.2,Medicine,Public,Low,Low,Yes,Medium,,High,Positive,High,29.0,No,4.3,Healthy,High,,Yes,Positive,No,Yes,No,,,2.2,,Visual
24.3,Male,Graduate,40000,A,67.0,High,2.6,Law,Private,,High,Yes,,Low,,Positive,High,23.4,,5.1,Unhealthy,,1.6,Yes,Neutral,No,No,No,No,High,,High,Kinesthetic
19.8,,Some College,75000,C,85.3,Medium,6.3,Medicine,Public,Medium,Medium,No,Medium,High,Medium,Positive,High,38.9,Yes,8.9,Healthy,Medium,8.0,Yes,Neutral,Yes,Yes,No,No,Low,0.7,High,Visual
24.7,Female,High School,Unknown,B,71.16,High,5.3,Medicine,Public,,Medium,Yes,High,Medium,High,Negative,Medium,28.9,No,7.6,Unhealthy,Low,2.9,No,Negative,No,Yes,Yes,Yes,Medium,3.9,Medium,Auditory
20.5,Female,High School,30000,,93.0,High,,Engineering,Public,Low,Medium,Yes,High,High,Medium,Neutral,Medium,35.3,No,6.5,Healthy,Medium,,Yes,Positive,No,No,Yes,Yes,Low,0.3,Medium,Auditory
24.4,Female,College,30000,B,,High,3.2,Engineering,Public,Medium,,Yes,High,Medium,High,Neutral,Medium,31.3,Yes,7.5,Healthy,Medium,4.1,Yes,Positive,No,No,Yes,Yes,Low,3.2,Medium,Auditory
19.0,Male,High School,50000,B,66.8,Medium,5.6,Law,Private,High,Low,Yes,High,Medium,High,Neutral,Low,32.3,Yes,4.7,,High,1.6,No,,No,No,No,No,High,-0.1,High,Kinesthetic
19.6,Female,Graduate,50000,B,,High,2.7,Arts,Private,Medium,Low,No,Medium,Medium,Medium,Neutral,High,30.5,Yes,5.0,Balanced,High,0.9,No,Positive,No,Yes,Yes,Yes,High,1.9,High,Kinesthetic
19.8,Female,Some College,30000,A,78.6,Low,6.8,,Public,High,Low,Yes,Low,Medium,Medium,Negative,Low,20.4,Yes,,Unhealthy,High,0.7,No,Positive,No,No,No,,High,0.6,High,Kinesthetic
20.7,Male,High School,60000,C,83.4,High,,Medicine,,High,Medium,No,High,High,Low,Positive,,24.6,No,7.1,Healthy,High,2.0,Yes,Positive,No,No,Yes,Yes,Medium,0.3,Medium,Auditory
19.5,Male,Graduate,Unknown,A,,Medium,7.3,Law,Public,Low,Low,Yes,Low,Low,Medium,Negative,Low,30.4,,4.3,Healthy,High,0.7,Yes,Negative,No,Yes,No,Yes,High,3.0,High,Kinesthetic
20.0,Female,Some College,75000,,72.5,Low,7.3,Business,Public,High,High,No,High,Medium,Medium,Positive,Medium,37.4,Yes,4.7,,High,1.3,Yes,Positive,No,No,No,No,High,0.9,High,Kinesthetic
23.5,Male,High School,75000,C,80.7,High,5.0,Law,Public,Medium,High,Yes,High,High,Medium,Neutral,Medium,36.1,Yes,7.4,Healthy,Medium,6.7,No,Positive,No,No,Yes,Yes,Low,1.0,High,Visual
21.2,Female,College,60000,C,95.5,Medium,,Arts,Private,Medium,Medium,Yes,Low,High,Low,Positive,,27.6,No,5.4,Unhealthy,Medium,6.1,Yes,Neutral,Yes,Yes,Yes,No,Low,0.0,High,Visual
21.7,Male,Some College,,B,85.9,Low,3.9,Business,Public,Medium,Low,Yes,Medium,Medium,High,Positive,Low,34.7,Yes,4.1,Unhealthy,High,0.0,Yes,Negative,No,Yes,No,No,High,5.1,High,Kinesthetic
18.3,Male,Some College,60000,B,66.3,Medium,7.2,Science,Public,Low,Medium,No,High,High,Medium,Positive,High,29.0,,7.2,Balanced,Low,5.9,Yes,Neutral,No,Yes,No,Yes,Medium,3.4,,Visual
19.5,Male,College,40000,A,63.7,Medium,6.3,Arts,Public,Medium,Medium,Yes,High,High,Medium,Positive,Low,38.9,Yes,7.6,Balanced,,5.1,Yes,Negative,No,Yes,No,No,High,1.6,Low,Visual
18.6,Female,High School,Unknown,B,68.5,High,1.06,Medicine,Public,Medium,Low,Yes,Medium,Medium,High,Neutral,High,36.1,Yes,4.4,Balanced,High,0.7,Yes,Positive,No,Yes,No,No,High,-0.2,High,Auditory
22.4,Male,College,50000,A,60.18,High,4.4,Business,,High,High,No,High,Medium,Medium,Positive,Low,33.1,,7.3,Healthy,High,6.1,Yes,Positive,No,Yes,Yes,Yes,Low,4.5,Low,Auditory
,Female,High School,Unknown,B,,High,6.6,Science,Private,Low,High,Yes,High,High,High,Positive,High,25.9,No,4.1,Balanced,Medium,5.3,Yes,Positive,No,Yes,No,,High,1.6,High,Visual
17.1,Male,College,30000,B,72.7,Medium,8.0,Engineering,Public,Medium,Medium,Yes,Medium,High,Medium,Positive,Low,25.5,Yes,7.7,Balanced,Medium,6.74,Yes,Positive,No,Yes,Yes,Yes,High,4.1,,Visual
15.4,Male,Some College,40000,B,99.6,High,1.9,Law,Public,Medium,Medium,Yes,High,Low,High,Positive,Medium,37.0,Yes,6.8,Unhealthy,High,5.5,Yes,,,Yes,Yes,Yes,Medium,5.1,Low,Auditory
18.8,Female,High School,30000,B,,High,8.1,Arts,Private,Medium,Medium,Yes,High,,Medium,Positive,High,26.2,Yes,7.0,Healthy,Medium,5.1,No,Positive,No,Yes,Yes,Yes,Low,0.8,Medium,Auditory
24.1,Female,Some College,Unknown,A,82.8,,0.5,Science,Private,Low,Low,Yes,Medium,High,Medium,Positive,Medium,37.6,Yes,5.1,Healthy,High,1.1,Yes,Positive,No,Yes,No,No,High,3.2,High,Kinesthetic
15.3,Male,College,Unknown,B,72.8,Medium,7.8,Medicine,Private,Low,Low,Yes,Low,Medium,Medium,Positive,Medium,32.7,Yes,4.9,Healthy,High,1.9,Yes,Positive,Yes,Yes,No,No,High,3.8,High,Kinesthetic
22.7,Male,Graduate,50000,A,69.4,High,2.8,Medicine,Private,Medium,Medium,Yes,High,Medium,,Negative,Medium,38.4,No,7.7,Healthy,Low,2.6,No,Positive,No,No,Yes,Yes,,,Low,Auditory
24.8,Male,College,60000,B,95.1,High,1.8,Medicine,Private,Low,Medium,Yes,High,Low,High,Positive,Medium,34.3,Yes,,Balanced,High,6.1,Yes,Positive,No,Yes,,Yes,Medium,0.3,,Visual
17.6,Male,Some College,60000,B,76.7,Low,2.4,Law,Private,High,High,Yes,Medium,Medium,Medium,Positive,Medium,31.8,Yes,5.3,Healthy,High,-0.3,Yes,Positive,No,Yes,No,No,High,3.6,High,Kinesthetic
22.9,Female,High School,30000,A,86.3,Low,7.0,Medicine,Public,Low,Medium,Yes,High,High,Medium,Positive,Medium,27.0,Yes,6.8,Healthy,Low,7.2,Yes,Positive,No,Yes,No,No,Low,1.8,Medium,Visual
20.9,Female,Graduate,,B,61.5,High,7.3,Medicine,Private,Medium,Low,Yes,Medium,Medium,Medium,Positive,High,28.8,Yes,5.3,Balanced,High,-0.4,Yes,Positive,No,Yes,Yes,Yes,High,3.0,High,Kinesthetic
21.3,Male,Graduate,75000,B,66.8,High,0.1,Business,Private,Low,High,,High,Medium,Medium,Positive,Medium,39.4,No,8.0,Healthy,High,7.2,No,Positive,No,Yes,Yes,Yes,High,2.0,Low,Auditory
22.1,Male,College,,C,74.8,Medium,6.6,Science,Public,High,Low,Yes,Medium,Medium,Medium,Negative,Medium,26.3,,8.0,Healthy,Medium,9.39,Yes,Positive,Yes,Yes,Yes,Yes,Low,0.5,Low,Auditory
19.7,Male,Some College,60000,B,95.1,High,6.5,Law,Private,High,Medium,Yes,High,High,Medium,Positive,Low,33.2,No,4.2,Healthy,Medium,7.1,Yes,Negative,No,Yes,No,No,Low,3.2,High,Visual
23.5,Male,Graduate,30000,B,87.7,Medium,5.4,Medicine,Private,High,Low,Yes,Medium,Medium,,Positive,Low,28.9,Yes,4.5,Unhealthy,High,0.3,Yes,Neutral,No,Yes,Yes,Yes,High,4.8,High,Kinesthetic
16.5,Male,Some College,,B,74.4,Medium,7.6,Law,,Medium,Low,Yes,Medium,Low,Low,Negative,High,20.9,Yes,5.3,Healthy,High,0.7,Yes,Positive,No,Yes,No,No,,2.2,High,Kinesthetic
22.4,Female,Some College,75000,C,93.8,Medium,5.8,Engineering,Public,Low,High,Yes,Medium,Medium,Medium,Positive,High,24.5,Yes,4.7,Balanced,High,0.4,Yes,Neutral,No,Yes,No,No,High,3.7,High,Kinesthetic
22.8,Female,College,60000,B,71.5,Low,5.6,Engineering,,Low,,Yes,Low,High,High,Positive,Low,21.4,,4.2,Unhealthy,High,0.6,No,Positive,No,No,No,No,High,2.0,High,Kinesthetic
17.3,Male,College,40000,C,71.3,,5.8,Law,Public,Medium,High,No,High,High,Medium,Negative,Medium,21.9,No,6.8,Balanced,,1.1,Yes,Positive,No,Yes,Yes,Yes,Low,2.4,Low,Auditory
20.8,Female,High School,60000,C,,High,2.3,Arts,Private,Medium,Low,Yes,High,Medium,Low,Positive,High,35.8,Yes,,Unhealthy,High,0.3,Yes,Negative,No,Yes,No,No,High,2.8,High,Kinesthetic
20.1,Male,Graduate,75000,A,67.9,Low,7.2,Engineering,Public,Medium,Medium,No,Medium,High,High,Positive,Low,36.2,,7.8,Unhealthy,Medium,7.3,Yes,Positive,No,Yes,No,No,Low,2.8,Low,Kinesthetic
18.3,Male,College,30000,B,84.8,High,6.5,Medicine,Private,Low,Low,No,High,Low,Medium,Neutral,,23.7,No,,Balanced,Low,5.2,,Positive,No,Yes,Yes,Yes,Medium,2.3,High,Auditory
20.7,Male,College,40000,C,67.9,Medium,0.5,Medicine,Public,Medium,Low,Yes,High,Low,Medium,Neutral,,31.3,Yes,5.1,Unhealthy,High,7.78,No,Neutral,Yes,Yes,No,No,High,3.4,High,Kinesthetic
20.1,Female,Graduate,40000,B,71.47,High,3.9,Business,Private,Medium,Low,Yes,High,Medium,Low,Neutral,,25.8,Yes,7.4,Unhealthy,Medium,6.2,No,Positive,No,Yes,Yes,Yes,Medium,0.6,High,Kinesthetic
14.3,Male,Some College,60000,B,73.0,High,5.9,Science,Private,Low,Low,No,High,Low,Medium,Positive,Medium,39.3,Yes,7.1,Unhealthy,Low,3.0,No,Positive,No,Yes,Yes,Yes,Medium,1.1,High,Auditory
18.9,Male,,30000,A,63.7,Medium,0.2,Arts,Private,Medium,Low,Yes,High,Medium,Medium,Neutral,Low,28.0,Yes,5.6,Healthy,High,0.1,Yes,Negative,No,Yes,No,No,High,3.9,High,Kinesthetic
17.5,Male,Graduate,75000,B,92.5,High,6.7,Law,Private,Medium,High,Yes,High,High,High,Positive,Medium,31.1,Yes,4.3,Unhealthy,Low,,Yes,Neutral,No,Yes,Yes,Yes,Medium,,Medium,Visual
21.4,Female,Some College,60000,B,62.9,High,7.8,Engineering,,Medium,Low,No,,Medium,Medium,Neutral,High,36.0,Yes,7.8,,High,2.4,Yes,,No,Yes,Yes,Yes,Medium,,Medium,Auditory
23.1,Female,High School,40000,C,70.8,Medium,7.9,,Private,Medium,Medium,Yes,,High,Low,Positive,Low,38.8,Yes,,Balanced,High,6.5,Yes,Negative,No,Yes,No,No,Medium,4.7,High,Visual
19.0,Male,College,Unknown,A,74.2,High,5.3,Arts,Public,Low,High,No,Medium,Medium,Medium,Negative,Low,25.9,Yes,5.3,Healthy,High,7.8,No,Negative,No,No,Yes,Yes,High,3.6,High,Kinesthetic
,Female,College,60000,B,90.7,High,7.7,Science,Public,Low,Medium,Yes,Medium,High,High,Positive,High,38.7,Yes,5.0,Unhealthy,High,5.4,Yes,Negative,No,Yes,No,Yes,High,2.2,Low,Visual
16.8,Male,Some College,Unknown,B,91.5,High,5.2,Science,Public,Medium,Medium,Yes,High,High,Low,Positive,Medium,27.8,Yes,7.8,Balanced,Low,1.4,Yes,Positive,Yes,No,Yes,Yes,Low,0.4,Low,Auditory
15.6,Female,Graduate,75000,B,60.8,High,7.2,Business,Private,Medium,High,,Medium,High,Medium,,Low,26.5,No,3.6,Healthy,Medium,7.8,Yes,,No,Yes,No,Yes,Medium,3.1,High,Visual
15.4,Male,High School,40000,A,89.7,High,1.1,Medicine,Public,Medium,Medium,Yes,High,High,Low,Positive,Medium,25.2,No,7.5,Healthy,High,8.92,,Positive,No,Yes,Yes,Yes,High,1.2,Low,Auditory
13.3,Female,,30000,B,79.8,Medium,7.5,Law,Private,Low,Low,Yes,Medium,High,Medium,Positive,High,36.0,Yes,7.3,Healthy,High,6.2,Yes,Negative,Yes,,Yes,No,Low,3.6,Low,Auditory
21.4,,High School,Unknown,B,,Low,6.5,Engineering,Private,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,30.1,No,4.1,Healthy,Low,4.8,Yes,Negative,No,Yes,Yes,No,Low,2.4,Low,Visual
23.9,Female,College,50000,A,78.1,Low,7.7,Law,Private,Medium,Medium,,Medium,High,Medium,Positive,Medium,33.7,No,6.6,Unhealthy,High,7.7,Yes,Positive,No,Yes,No,No,High,3.5,Low,Visual
14.5,Female,Some College,,C,89.9,Low,1.4,Engineering,Private,Medium,Medium,Yes,Low,Medium,Low,,Medium,26.7,Yes,6.4,Healthy,Medium,2.3,Yes,Positive,No,,Yes,Yes,Low,3.9,Low,Auditory
18.8,Female,Some College,60000,B,97.1,Low,6.0,Engineering,Public,Medium,High,Yes,Medium,Medium,Medium,Positive,High,38.2,Yes,7.3,Balanced,Medium,5.4,No,Neutral,No,Yes,Yes,Yes,Medium,0.9,Low,Auditory
20.2,Male,Graduate,75000,A,66.6,High,6.8,Medicine,Private,High,Medium,Yes,Medium,High,Medium,Positive,High,22.4,Yes,,Healthy,High,6.4,Yes,Positive,No,Yes,No,Yes,High,0.4,Medium,Visual
21.6,Male,High School,50000,B,88.2,Medium,,Engineering,Public,Low,Medium,Yes,Low,High,Medium,Positive,Medium,28.5,Yes,6.2,Unhealthy,High,6.9,Yes,Neutral,No,Yes,No,Yes,Medium,3.7,High,Auditory
18.2,Male,Graduate,40000,C,67.0,Medium,2.3,Law,Public,Medium,Low,Yes,Low,High,Medium,Positive,Low,19.9,Yes,4.9,Unhealthy,High,6.83,Yes,Positive,No,Yes,,,High,2.8,High,Visual
,Female,High School,75000,C,70.1,High,2.6,Science,Private,Medium,Medium,Yes,High,Medium,Medium,Neutral,Medium,20.1,No,7.0,Healthy,Low,7.4,Yes,Positive,No,No,Yes,Yes,High,0.9,Medium,Auditory
20.4,Female,College,50000,B,78.8,High,1.1,Law,Private,Low,High,Yes,High,High,High,Negative,,27.3,No,6.9,Unhealthy,High,2.8,Yes,Positive,No,Yes,Yes,Yes,High,5.2,High,Kinesthetic
19.4,Male,College,Unknown,B,66.9,High,3.3,Law,Public,Medium,Low,No,High,High,High,Positive,Medium,21.8,Yes,8.1,Healthy,Low,8.0,Yes,Positive,No,No,Yes,Yes,Low,4.5,High,Auditory
18.4,Female,College,30000,A,70.3,High,2.7,Business,Private,Low,Low,,High,Medium,High,Positive,Medium,36.7,Yes,,Unhealthy,High,4.6,Yes,Positive,No,Yes,Yes,Yes,Medium,4.1,Medium,Visual
19.3,Female,Graduate,60000,A,67.6,High,7.1,Business,Public,High,Low,Yes,Medium,Medium,Medium,Positive,Low,28.6,Yes,5.1,Unhealthy,High,0.8,Yes,Positive,No,Yes,No,No,High,3.3,High,Kinesthetic
16.5,,Some College,30000,A,87.2,Medium,2.67,Engineering,Public,Medium,High,Yes,High,High,High,Positive,Medium,23.8,Yes,6.8,Unhealthy,Medium,7.0,Yes,Positive,No,Yes,No,No,Low,4.6,Low,Visual
22.8,Female,High School,40000,B,61.6,Medium,6.9,Science,Private,Medium,High,Yes,High,High,Low,Positive,Low,21.0,Yes,7.3,Unhealthy,Low,7.5,Yes,Positive,No,Yes,No,No,Medium,4.1,Low,Visual
24.0,Male,Graduate,60000,,78.4,Medium,6.0,,Public,Medium,Low,Yes,High,Low,High,Neutral,High,37.9,Yes,4.2,Unhealthy,High,0.0,Yes,Positive,No,Yes,No,Yes,High,4.8,High,Visual
20.3,Male,College,Unknown,B,,High,2.2,Science,Public,Low,Medium,No,High,Medium,Low,Neutral,Low,36.7,No,6.6,Healthy,High,6.4,Yes,Positive,No,Yes,Yes,Yes,Low,4.6,High,Visual
20.8,Female,Graduate,30000,C,67.7,High,5.1,Business,Public,Medium,Medium,Yes,High,Medium,Low,Neutral,Low,31.1,Yes,7.6,Healthy,High,7.6,Yes,Positive,No,No,Yes,Yes,Low,2.5,,Auditory
18.0,Female,Graduate,50000,,68.83,High,6.3,Science,,,High,Yes,High,Medium,Low,Neutral,High,28.1,Yes,7.9,Balanced,Medium,1.6,No,Positive,No,Yes,Yes,Yes,High,2.0,High,Auditory
19.8,Male,College,30000,B,60.96,Low,6.4,Law,Private,High,Medium,Yes,Medium,High,Medium,Positive,Low,30.0,Yes,8.3,Unhealthy,Medium,5.5,Yes,Positive,No,Yes,No,No,Medium,0.1,High,Visual
19.7,Female,Graduate,30000,B,77.0,Medium,7.1,Science,Public,Low,Medium,No,Medium,High,High,Positive,Low,23.1,Yes,7.0,Unhealthy,Low,5.2,Yes,Negative,No,Yes,Yes,Yes,Medium,0.3,High,Visual
23.0,Male,Some College,60000,C,70.7,Medium,7.9,Science,Public,High,Medium,Yes,High,High,Low,Positive,,29.6,Yes,7.6,Healthy,Medium,8.3,Yes,Positive,No,Yes,No,Yes,Medium,,Medium,Visual
20.2,Male,Some College,Unknown,B,98.5,Low,,Arts,Private,High,Low,Yes,Medium,High,Medium,Positive,Medium,36.0,Yes,5.2,Unhealthy,High,0.9,No,Neutral,No,No,No,No,High,2.6,High,Kinesthetic
21.3,Male,College,30000,B,80.2,Medium,5.7,Medicine,Public,Medium,Low,No,High,Medium,Medium,Positive,High,35.3,Yes,4.8,Balanced,High,0.2,No,Neutral,No,Yes,No,No,High,4.7,High,Kinesthetic
18.1,Female,College,75000,B,64.3,High,,Medicine,Private,Medium,Low,Yes,Low,Medium,High,Positive,Medium,30.2,Yes,4.0,Balanced,High,2.0,Yes,Positive,Yes,Yes,Yes,No,High,0.9,High,Kinesthetic
22.3,Female,Some College,,B,,Low,5.7,Arts,Public,Low,High,Yes,Medium,High,Medium,Positive,Medium,29.9,,6.7,Healthy,Low,,Yes,Positive,No,Yes,Yes,No,Low,1.2,Medium,Visual
21.1,Male,Graduate,75000,C,64.4,High,,,Private,Medium,Low,No,High,High,Medium,Positive,Medium,,No,4.0,Balanced,Low,6.2,Yes,Neutral,No,Yes,,,,1.5,High,Visual
20.3,Female,Graduate,Unknown,B,70.2,,6.6,,Public,Medium,Medium,No,Medium,High,Medium,Positive,Medium,22.0,Yes,8.8,,Medium,6.1,Yes,Positive,No,Yes,No,Yes,Medium,2.1,Low,Visual
20.6,Female,High School,30000,A,84.0,Low,6.7,Arts,Private,Medium,Medium,No,Medium,High,Low,Positive,Medium,39.5,,6.0,Balanced,Medium,7.6,Yes,Positive,No,Yes,No,No,Medium,1.1,Medium,Visual
,Male,Graduate,40000,A,82.9,High,6.3,Engineering,Public,,High,Yes,Medium,High,Low,Positive,Low,32.9,Yes,,Unhealthy,Low,7.3,Yes,Positive,No,Yes,No,Yes,Low,3.8,Low,Visual
21.6,Male,High School,Unknown,B,61.6,Low,7.1,Medicine,Private,Medium,High,No,High,High,,Positive,Medium,32.0,No,6.7,Balanced,Low,6.4,Yes,Positive,No,Yes,No,Yes,Medium,3.6,High,Visual
19.0,Female,College,40000,B,75.9,High,1.32,Law,Public,Medium,Medium,Yes,Medium,High,High,Positive,Medium,31.8,Yes,7.4,Unhealthy,Low,6.0,,,Yes,Yes,Yes,Yes,Medium,1.8,High,Visual
25.4,Male,High School,75000,C,61.0,High,0.7,Science,Private,Medium,Medium,Yes,Medium,,Medium,Positive,Medium,25.6,Yes,7.0,Balanced,High,6.1,Yes,Positive,No,No,Yes,Yes,Low,5.0,Medium,Auditory
19.1,Male,Graduate,Unknown,B,61.5,High,,Business,Public,Low,High,No,High,High,High,Positive,Low,27.4,No,7.1,Unhealthy,High,5.1,No,Positive,No,Yes,Yes,Yes,High,2.4,Medium,Auditory
